task,choices,response,response_type,domain,gender,age,id_seq
Some not;planners;surfers/Some not;artists;planners,All;surfers;artists|All;artists;surfers|Some;surfers;artists|Some;artists;surfers|Some not;surfers;artists|Some not;artists;surfers|No;surfers;artists|No;artists;surfers|NVC,Some not;surfers;artists,single-choice,syllogistic,female,38,138_63_R
Some;tailors;singers/All;tailors;pilots,All;singers;pilots|All;pilots;singers|Some;singers;pilots|Some;pilots;singers|Some not;singers;pilots|Some not;pilots;singers|No;singers;pilots|No;pilots;singers|NVC,NVC,single-choice,syllogistic,female,23,139_0_R
All;divers;carpenters/Some;linguists;divers,All;carpenters;linguists|All;linguists;carpenters|Some;carpenters;linguists|Some;linguists;carpenters|Some not;carpenters;linguists|Some not;linguists;carpenters|No;carpenters;linguists|No;linguists;carpenters|NVC,Some not;carpenters;linguists,single-choice,syllogistic,female,23,139_1_R
All;brewers;judges/All;judges;porters,All;brewers;porters|All;porters;brewers|Some;brewers;porters|Some;porters;brewers|Some not;brewers;porters|Some not;porters;brewers|No;brewers;porters|No;porters;brewers|NVC,Some not;porters;brewers,single-choice,syllogistic,female,23,139_2_R
No;therapists;skaters/All;climbers;skaters,All;therapists;climbers|All;climbers;therapists|Some;therapists;climbers|Some;climbers;therapists|Some not;therapists;climbers|Some not;climbers;therapists|No;therapists;climbers|No;climbers;therapists|NVC,Some not;therapists;climbers,single-choice,syllogistic,female,23,139_3_R
Some not;cashiers;poets/Some not;cashiers;waiters,All;poets;waiters|All;waiters;poets|Some;poets;waiters|Some;waiters;poets|Some not;poets;waiters|Some not;waiters;poets|No;poets;waiters|No;waiters;poets|NVC,Some;waiters;poets,single-choice,syllogistic,female,23,139_4_R
Some not;skaters;poets/Some not;miners;skaters,All;poets;miners|All;miners;poets|Some;poets;miners|Some;miners;poets|Some not;poets;miners|Some not;miners;poets|No;poets;miners|No;miners;poets|NVC,Some;poets;miners,single-choice,syllogistic,female,23,139_5_R
All;campers;fencers/All;campers;engineers,All;fencers;engineers|All;engineers;fencers|Some;fencers;engineers|Some;engineers;fencers|Some not;fencers;engineers|Some not;engineers;fencers|No;fencers;engineers|No;engineers;fencers|NVC,Some not;engineers;fencers,single-choice,syllogistic,female,23,139_6_R
Some not;swimmers;mayors/All;cooks;swimmers,All;mayors;cooks|All;cooks;mayors|Some;mayors;cooks|Some;cooks;mayors|Some not;mayors;cooks|Some not;cooks;mayors|No;mayors;cooks|No;cooks;mayors|NVC,Some not;mayors;cooks,single-choice,syllogistic,female,23,139_7_R
Some;barbers;investors/Some not;barbers;jugglers,All;investors;jugglers|All;jugglers;investors|Some;investors;jugglers|Some;jugglers;investors|Some not;investors;jugglers|Some not;jugglers;investors|No;investors;jugglers|No;jugglers;investors|NVC,NVC,single-choice,syllogistic,female,23,139_8_R
All;travelers;analysts/Some not;analysts;novelists,All;travelers;novelists|All;novelists;travelers|Some;travelers;novelists|Some;novelists;travelers|Some not;travelers;novelists|Some not;novelists;travelers|No;travelers;novelists|No;novelists;travelers|NVC,Some not;novelists;travelers,single-choice,syllogistic,female,23,139_9_R
All;scientists;runners/All;chefs;scientists,All;runners;chefs|All;chefs;runners|Some;runners;chefs|Some;chefs;runners|Some not;runners;chefs|Some not;chefs;runners|No;runners;chefs|No;chefs;runners|NVC,All;chefs;runners,single-choice,syllogistic,female,23,139_10_R
No;cleaners;auditors/All;auditors;painters,All;cleaners;painters|All;painters;cleaners|Some;cleaners;painters|Some;painters;cleaners|Some not;cleaners;painters|Some not;painters;cleaners|No;cleaners;painters|No;painters;cleaners|NVC,No;cleaners;painters,single-choice,syllogistic,female,23,139_11_R
Some;nurses;drillers/No;actors;drillers,All;nurses;actors|All;actors;nurses|Some;nurses;actors|Some;actors;nurses|Some not;nurses;actors|Some not;actors;nurses|No;nurses;actors|No;actors;nurses|NVC,No;nurses;actors,single-choice,syllogistic,female,23,139_12_R
All;boxers;typists/Some;boxers;dancers,All;typists;dancers|All;dancers;typists|Some;typists;dancers|Some;dancers;typists|Some not;typists;dancers|Some not;dancers;typists|No;typists;dancers|No;dancers;typists|NVC,All;dancers;typists,single-choice,syllogistic,female,23,139_13_R
Some not;actuaries;opticians/Some;boxers;actuaries,All;opticians;boxers|All;boxers;opticians|Some;opticians;boxers|Some;boxers;opticians|Some not;opticians;boxers|Some not;boxers;opticians|No;opticians;boxers|No;boxers;opticians|NVC,NVC,single-choice,syllogistic,female,23,139_14_R
Some;climbers;doctors/No;doctors;tellers,All;climbers;tellers|All;tellers;climbers|Some;climbers;tellers|Some;tellers;climbers|Some not;climbers;tellers|Some not;tellers;climbers|No;climbers;tellers|No;tellers;climbers|NVC,No;climbers;tellers,single-choice,syllogistic,female,23,139_15_R
Some not;drivers;writers/Some;writers;hikers,All;drivers;hikers|All;hikers;drivers|Some;drivers;hikers|Some;hikers;drivers|Some not;drivers;hikers|Some not;hikers;drivers|No;drivers;hikers|No;hikers;drivers|NVC,Some not;drivers;hikers,single-choice,syllogistic,female,23,139_16_R
No;riders;counselors/Some;joggers;riders,All;counselors;joggers|All;joggers;counselors|Some;counselors;joggers|Some;joggers;counselors|Some not;counselors;joggers|Some not;joggers;counselors|No;counselors;joggers|No;joggers;counselors|NVC,No;counselors;joggers,single-choice,syllogistic,female,23,139_17_R
All;dentists;plumbers/No;plumbers;lifeguards,All;dentists;lifeguards|All;lifeguards;dentists|Some;dentists;lifeguards|Some;lifeguards;dentists|Some not;dentists;lifeguards|Some not;lifeguards;dentists|No;dentists;lifeguards|No;lifeguards;dentists|NVC,Some not;lifeguards;dentists,single-choice,syllogistic,female,23,139_18_R
No;golfers;bankers/No;teachers;bankers,All;golfers;teachers|All;teachers;golfers|Some;golfers;teachers|Some;teachers;golfers|Some not;golfers;teachers|Some not;teachers;golfers|No;golfers;teachers|No;teachers;golfers|NVC,No;teachers;golfers,single-choice,syllogistic,female,23,139_19_R
Some;farmers;scholars/Some;farmers;assistants,All;scholars;assistants|All;assistants;scholars|Some;scholars;assistants|Some;assistants;scholars|Some not;scholars;assistants|Some not;assistants;scholars|No;scholars;assistants|No;assistants;scholars|NVC,NVC,single-choice,syllogistic,female,23,139_20_R
No;sailors;chemists/Some not;sailors;potters,All;chemists;potters|All;potters;chemists|Some;chemists;potters|Some;potters;chemists|Some not;chemists;potters|Some not;potters;chemists|No;chemists;potters|No;potters;chemists|NVC,NVC,single-choice,syllogistic,female,23,139_21_R
Some not;butchers;packers/Some not;tutors;packers,All;butchers;tutors|All;tutors;butchers|Some;butchers;tutors|Some;tutors;butchers|Some not;butchers;tutors|Some not;tutors;butchers|No;butchers;tutors|No;tutors;butchers|NVC,Some not;tutors;butchers,single-choice,syllogistic,female,23,139_22_R
Some;soldiers;florists/All;florists;editors,All;soldiers;editors|All;editors;soldiers|Some;soldiers;editors|Some;editors;soldiers|Some not;soldiers;editors|Some not;editors;soldiers|No;soldiers;editors|No;editors;soldiers|NVC,No;soldiers;editors,single-choice,syllogistic,female,23,139_23_R
All;secretaries;agents/Some;agents;brokers,All;secretaries;brokers|All;brokers;secretaries|Some;secretaries;brokers|Some;brokers;secretaries|Some not;secretaries;brokers|Some not;brokers;secretaries|No;secretaries;brokers|No;brokers;secretaries|NVC,Some not;brokers;secretaries,single-choice,syllogistic,female,23,139_24_R
No;bakers;gamblers/All;sculptors;bakers,All;gamblers;sculptors|All;sculptors;gamblers|Some;gamblers;sculptors|Some;sculptors;gamblers|Some not;gamblers;sculptors|Some not;sculptors;gamblers|No;gamblers;sculptors|No;sculptors;gamblers|NVC,Some not;gamblers;sculptors,single-choice,syllogistic,female,23,139_25_R
No;students;buyers/Some not;cyclists;students,All;buyers;cyclists|All;cyclists;buyers|Some;buyers;cyclists|Some;cyclists;buyers|Some not;buyers;cyclists|Some not;cyclists;buyers|No;buyers;cyclists|No;cyclists;buyers|NVC,No;buyers;cyclists,single-choice,syllogistic,female,23,139_26_R
Some not;managers;clerks/No;models;clerks,All;managers;models|All;models;managers|Some;managers;models|Some;models;managers|Some not;managers;models|Some not;models;managers|No;managers;models|No;models;managers|NVC,NVC,single-choice,syllogistic,female,23,139_27_R
Some not;architects;designers/No;architects;trainers,All;designers;trainers|All;trainers;designers|Some;designers;trainers|Some;trainers;designers|Some not;designers;trainers|Some not;trainers;designers|No;designers;trainers|No;trainers;designers|NVC,Some;trainers;designers,single-choice,syllogistic,female,23,139_28_R
Some not;workers;painters/Some not;painters;actors,All;workers;actors|All;actors;workers|Some;workers;actors|Some;actors;workers|Some not;workers;actors|Some not;actors;workers|No;workers;actors|No;actors;workers|NVC,All;workers;actors,single-choice,syllogistic,female,23,139_29_R
Some;hunters;lawyers/No;athletes;hunters,All;lawyers;athletes|All;athletes;lawyers|Some;lawyers;athletes|Some;athletes;lawyers|Some not;lawyers;athletes|Some not;athletes;lawyers|No;lawyers;athletes|No;athletes;lawyers|NVC,All;athletes;lawyers,single-choice,syllogistic,female,23,139_30_R
All;surfers;artists/No;planners;surfers,All;artists;planners|All;planners;artists|Some;artists;planners|Some;planners;artists|Some not;artists;planners|Some not;planners;artists|No;artists;planners|No;planners;artists|NVC,No;planners;artists,single-choice,syllogistic,female,23,139_31_R
Some not;opticians;actuaries/All;boxers;actuaries,All;opticians;boxers|All;boxers;opticians|Some;opticians;boxers|Some;boxers;opticians|Some not;opticians;boxers|Some not;boxers;opticians|No;opticians;boxers|No;boxers;opticians|NVC,Some not;opticians;boxers,single-choice,syllogistic,female,23,139_32_R
Some not;farmers;assistants/No;scholars;farmers,All;assistants;scholars|All;scholars;assistants|Some;assistants;scholars|Some;scholars;assistants|Some not;assistants;scholars|Some not;scholars;assistants|No;assistants;scholars|No;scholars;assistants|NVC,NVC,single-choice,syllogistic,female,23,139_33_R
All;novelists;analysts/Some not;novelists;travelers,All;analysts;travelers|All;travelers;analysts|Some;analysts;travelers|Some;travelers;analysts|Some not;analysts;travelers|Some not;travelers;analysts|No;analysts;travelers|No;travelers;analysts|NVC,No;analysts;travelers,single-choice,syllogistic,female,23,139_34_R
Some;dancers;typists/No;dancers;boxers,All;typists;boxers|All;boxers;typists|Some;typists;boxers|Some;boxers;typists|Some not;typists;boxers|Some not;boxers;typists|No;typists;boxers|No;boxers;typists|NVC,No;typists;boxers,single-choice,syllogistic,female,23,139_35_R
All;athletes;lawyers/Some not;hunters;athletes,All;lawyers;hunters|All;hunters;lawyers|Some;lawyers;hunters|Some;hunters;lawyers|Some not;lawyers;hunters|Some not;hunters;lawyers|No;lawyers;hunters|No;hunters;lawyers|NVC,Some not;hunters;lawyers,single-choice,syllogistic,female,23,139_36_R
Some not;scientists;chefs/Some;runners;chefs,All;scientists;runners|All;runners;scientists|Some;scientists;runners|Some;runners;scientists|Some not;scientists;runners|Some not;runners;scientists|No;scientists;runners|No;runners;scientists|NVC,Some;runners;scientists,single-choice,syllogistic,female,23,139_37_R
Some;teachers;bankers/Some not;bankers;golfers,All;teachers;golfers|All;golfers;teachers|Some;teachers;golfers|Some;golfers;teachers|Some not;teachers;golfers|Some not;golfers;teachers|No;teachers;golfers|No;golfers;teachers|NVC,Some not;teachers;golfers,single-choice,syllogistic,female,23,139_38_R
Some;riders;joggers/Some;counselors;joggers,All;riders;counselors|All;counselors;riders|Some;riders;counselors|Some;counselors;riders|Some not;riders;counselors|Some not;counselors;riders|No;riders;counselors|No;counselors;riders|NVC,No;riders;counselors,single-choice,syllogistic,female,23,139_39_R
Some;editors;soldiers/Some;florists;editors,All;soldiers;florists|All;florists;soldiers|Some;soldiers;florists|Some;florists;soldiers|Some not;soldiers;florists|Some not;florists;soldiers|No;soldiers;florists|No;florists;soldiers|NVC,All;florists;soldiers,single-choice,syllogistic,female,23,139_40_R
No;tellers;climbers/No;climbers;doctors,All;tellers;doctors|All;doctors;tellers|Some;tellers;doctors|Some;doctors;tellers|Some not;tellers;doctors|Some not;doctors;tellers|No;tellers;doctors|No;doctors;tellers|NVC,All;doctors;tellers,single-choice,syllogistic,female,23,139_41_R
Some;planners;artists/Some;artists;surfers,All;planners;surfers|All;surfers;planners|Some;planners;surfers|Some;surfers;planners|Some not;planners;surfers|Some not;surfers;planners|No;planners;surfers|No;surfers;planners|NVC,NVC,single-choice,syllogistic,female,23,139_42_R
No;packers;tutors/Some;butchers;tutors,All;packers;butchers|All;butchers;packers|Some;packers;butchers|Some;butchers;packers|Some not;packers;butchers|Some not;butchers;packers|No;packers;butchers|No;butchers;packers|NVC,No;packers;butchers,single-choice,syllogistic,female,23,139_43_R
All;campers;fencers/No;campers;engineers,All;fencers;engineers|All;engineers;fencers|Some;fencers;engineers|Some;engineers;fencers|Some not;fencers;engineers|Some not;engineers;fencers|No;fencers;engineers|No;engineers;fencers|NVC,NVC,single-choice,syllogistic,female,23,139_44_R
All;drivers;hikers/Some;writers;hikers,All;drivers;writers|All;writers;drivers|Some;drivers;writers|Some;writers;drivers|Some not;drivers;writers|Some not;writers;drivers|No;drivers;writers|No;writers;drivers|NVC,No;drivers;writers,single-choice,syllogistic,female,23,139_45_R
All;mayors;swimmers/All;cooks;swimmers,All;mayors;cooks|All;cooks;mayors|Some;mayors;cooks|Some;cooks;mayors|Some not;mayors;cooks|Some not;cooks;mayors|No;mayors;cooks|No;cooks;mayors|NVC,Some not;cooks;mayors,single-choice,syllogistic,female,23,139_46_R
Some not;architects;trainers/No;trainers;designers,All;architects;designers|All;designers;architects|Some;architects;designers|Some;designers;architects|Some not;architects;designers|Some not;designers;architects|No;architects;designers|No;designers;architects|NVC,No;designers;architects,single-choice,syllogistic,female,23,139_47_R
All;singers;tailors/No;pilots;tailors,All;singers;pilots|All;pilots;singers|Some;singers;pilots|Some;pilots;singers|Some not;singers;pilots|Some not;pilots;singers|No;singers;pilots|No;pilots;singers|NVC,NVC,single-choice,syllogistic,female,23,139_48_R
No;cleaners;painters/No;auditors;cleaners,All;painters;auditors|All;auditors;painters|Some;painters;auditors|Some;auditors;painters|Some not;painters;auditors|Some not;auditors;painters|No;painters;auditors|No;auditors;painters|NVC,No;painters;auditors,single-choice,syllogistic,female,23,139_49_R
No;agents;brokers/Some;brokers;secretaries,All;agents;secretaries|All;secretaries;agents|Some;agents;secretaries|Some;secretaries;agents|Some not;agents;secretaries|Some not;secretaries;agents|No;agents;secretaries|No;secretaries;agents|NVC,Some;agents;secretaries,single-choice,syllogistic,female,23,139_50_R
No;actors;nurses/Some;actors;drillers,All;nurses;drillers|All;drillers;nurses|Some;nurses;drillers|Some;drillers;nurses|Some not;nurses;drillers|Some not;drillers;nurses|No;nurses;drillers|No;drillers;nurses|NVC,Some;nurses;drillers,single-choice,syllogistic,female,23,139_51_R
Some;dentists;lifeguards/Some not;plumbers;dentists,All;lifeguards;plumbers|All;plumbers;lifeguards|Some;lifeguards;plumbers|Some;plumbers;lifeguards|Some not;lifeguards;plumbers|Some not;plumbers;lifeguards|No;lifeguards;plumbers|No;plumbers;lifeguards|NVC,Some not;lifeguards;plumbers,single-choice,syllogistic,female,23,139_52_R
No;poets;cashiers/No;poets;waiters,All;cashiers;waiters|All;waiters;cashiers|Some;cashiers;waiters|Some;waiters;cashiers|Some not;cashiers;waiters|Some not;waiters;cashiers|No;cashiers;waiters|No;waiters;cashiers|NVC,No;cashiers;waiters,single-choice,syllogistic,female,23,139_53_R
